nome_produto;preco_atual;descricao;cor;tamanhos_disponiveis;objetivo;url_site;url_imagem;loja;categoria;genero_destinado
Nike Tênis Nike Air Force 1 GS Infantil;749.99;Tênis Nike Air Force 1 GS Infantil Cinza Características O Tênis Nike Air Force 1 GS Infantil na cor Cinza é a escolha perfeita para os pequenos que buscam estilo e conforto. Feito com material de alta qualidade, o tênis garante durabilidade e resistência para acompanhar a energia das crianças em todas as suas aventuras. Além disso, o material utilizado proporciona um ajuste confortável nos pés, permitindo que os pequenos brinquem e se movimentem livremente. A cor Cinza, com sua versatilidade, combina perfeitamente com diferentes estilos, desde o mais casual até o mais despojado, garantindo um visual moderno e descolado. Versatilidade Com o Tênis Nike Air Force 1 GS Infantil Cinza, os pequenos podem brincar, correr e se divertir em grande estilo. Além disso, a versatilidade desse calçado permite que seja utilizado em diversas ocasiões, adaptando-se perfeitamente ao estilo , que une conforto e moda. Seja para um passeio no parque, uma festinha com os amigos ou até mesmo para o dia a dia na escola, o Tênis Nike Air Force 1 GS Infantil é a escolha ideal para os pequenos estarem sempre na moda e confortáveis.;Cinza;Não informado;Casual / Dia a Dia;https://www.artwalk.com.br/tenis-nike-air-force-1-gs-infantil-hv636-0-001/p;https://artwalk.vtexassets.com/arquivos/ids/572869-300-375?v=638742830425230000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Lebron NXXT Genisus Masculino;1399.99;Tênis Nike Lebron NXXT Genisus Masculino Vermelho Características O Tênis Nike Lebron NXXT Genisus Masculino Vermelho é um calçado esportivo de alta performance, feito com materiais de alta qualidade que proporcionam conforto, durabilidade e estilo. Seu material PENDENTE oferece um ajuste preciso e confortável, garantindo uma experiência de uso agradável durante todo o dia. Além disso, a cor Vermelho traz um toque de personalidade ao visual, combinando facilmente com diferentes estilos, do mais casual ao mais esportivo. Versatilidade Este tênis da Nike é extremamente versátil e pode ser usado em diversas ocasiões, sendo perfeito para quem adota o estilo , que mescla peças esportivas com itens do dia a dia. Com o Tênis Nike Lebron NXXT Genisus Masculino Vermelho, você pode ir da academia para um passeio no parque, do trabalho para um happy hour, sem perder o conforto e o estilo. Sua versatilidade faz dele um item indispensável no guarda-roupa de qualquer homem moderno e dinâmico.;Vermelho;Não informado;Academia / Esportivo;https://www.artwalk.com.br/tenis-nike-lebron-nxxt-genisus-masculino-hf071-2-600/p;https://artwalk.vtexassets.com/arquivos/ids/574372-300-375?v=638766193488330000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Dunk Low Unissex;999.99;´ Tênis Nike Dunk Low Feminino Cinza Características O Tênis Nike Dunk Low Feminino na cor Cinza é a escolha perfeita para quem busca conforto, durabilidade e estilo em um único produto. Seu material têxtil de alta qualidade proporciona uma sensação aconchegante aos pés, ao mesmo tempo em que garante a resistência necessária para acompanhar o ritmo do dia a dia. Além disso, a cor Cinza confere um toque moderno e versátil ao calçado, permitindo combinações com diversos looks e estilos, seja para um visual mais casual ou até mesmo para um look mais urbano e despojado. Versatilidade Com o Tênis Nike Dunk Low Feminino Cinza, a versatilidade é a palavra-chave. Seja para um passeio no parque, uma ida à academia ou até mesmo para um compromisso mais descontraído, este tênis se adapta a diferentes ocasiões com facilidade. Sua versatilidade permite que você esteja sempre confortável e estilosa, sem abrir mão do bom gosto e da praticidade. Invista em um calçado que une funcionalidade e moda em um só produto!;Cinza;Não informado;Academia / Casual;https://www.artwalk.com.br/tenis-nike-dunk-low-unissex-hf198-5-001/p;https://artwalk.vtexassets.com/arquivos/ids/572999-300-375?v=638744475232470000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Nike Tênis Nike KD17 ASW Masculino;1499.99;Tênis Nike KD17 ASW Masculino Amarelo Características O Tênis Nike KD17 ASW Masculino na cor Amarelo é confeccionado em Material têxtil de alta qualidade, garantindo conforto, durabilidade e estilo. O material têxtil proporciona uma sensação leve nos pés, permitindo maior flexibilidade e respirabilidade durante o uso. Além disso, sua durabilidade garante que você possa aproveitar o calçado por muito tempo. O tom Amarelo traz uma vibe vibrante e cheia de personalidade para o seu visual, combinando perfeitamente com diferentes estilos, desde os mais despojados até os mais elegantes. Versatilidade Este Tênis Nike KD17 ASW Masculino é extremamente versátil e pode ser usado em diversas ocasiões. Com um design moderno e esportivo, ele se destaca no estilo , que mescla peças esportivas com peças do dia a dia. Você pode usá-lo tanto para praticar atividades físicas quanto para compor um look urbano cheio de personalidade. Seja para um passeio no parque, um dia de trabalho descontraído ou um encontro com os amigos, este tênis é a escolha perfeita para quem busca conforto e estilo em um só produto.;Amarelo;Não informado;Esportivo / Dia a Dia;https://www.artwalk.com.br/tenis-nike-kd17-asw-masculino-hf181-1-700/p;https://artwalk.vtexassets.com/arquivos/ids/572049-300-375?v=638753988592870000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Air Zoom Spiridon Cage 2 Masculino;1299.99;Tênis Nike Air Zoom Spiridon Cage 2 Masculino Marrom Características O Tênis Nike Air Zoom Spiridon Cage 2 Masculino na cor Marrom é um verdadeiro destaque em termos de conforto, durabilidade e estilo. Seu material têxtil de alta qualidade proporciona uma sensação agradável nos pés, garantindo conforto durante o uso prolongado. Além disso, a durabilidade do material têxtil garante que você tenha um calçado resistente para diversas atividades do dia a dia. A cor Marrom, por sua vez, é versátil e combina perfeitamente com diferentes estilos, podendo ser facilmente incorporada em looks casuais e mais formais, adicionando um toque de sofisticação e elegância. Versatilidade Com o Tênis Nike Air Zoom Spiridon Cage 2 Masculino Marrom, você tem em mãos um calçado versátil que pode ser utilizado em diversas ocasiões. Sua versatilidade permite que você o combine tanto com peças esportivas, como calças de moletom, quanto com peças mais urbanas, como jeans e camisetas. Seja para um passeio no parque, uma ida ao shopping ou até mesmo para um evento mais descontraído, este tênis é a escolha perfeita para quem busca conforto, estilo e praticidade em um só produto.;Marrom;Não informado;Dia a Dia / Passeio;https://www.artwalk.com.br/tenis-nike-air-zoom-spiridon-cage-2-masculino-hv692-9-299/p;https://artwalk.vtexassets.com/arquivos/ids/572877-300-375?v=638742833391800000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Lebron NXXT Genisus Masculino;1399.99;Tênis Nike Lebron NXXT Genisus Masculino Cinza Características O Tênis Nike Lebron NXXT Genisus Masculino na cor Cinza é feito de um material PENDENTE que proporciona conforto, durabilidade e estilo. O material de alta qualidade garante que seus pés estejam bem cuidados durante o uso prolongado, enquanto a durabilidade do tênis permite que você aproveite seu design por muito tempo. Além disso, a cor Cinza é versátil e combina facilmente com diferentes estilos, do casual ao esportivo, adicionando um toque de elegância ao seu visual. Versatilidade Este tênis é perfeito para diversas ocasiões, sendo uma excelente opção para quem segue o estilo . Você pode usá-lo tanto para praticar esportes, como para compor um look despojado e moderno no dia a dia. Seja para um passeio no parque, uma ida à academia ou um encontro com os amigos, o Tênis Nike Lebron NXXT Genisus Masculino Cinza é a escolha ideal para quem busca conforto e estilo em um único calçado.;Cinza;Não informado;Academia / Esportivo;https://www.artwalk.com.br/tenis-nike-lebron-nxxt-genisus-masculino-hf071-2-005/p;https://artwalk.vtexassets.com/arquivos/ids/574628-300-375?v=638775601232600000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Dunk Low Unissex;999.99;Tênis Nike Dunk Low Unissex Azul Características O Tênis Nike Dunk Low Unissex Azul é confeccionado em Material têxtil, proporcionando um ajuste confortável e respirável aos pés. Além disso, o material têxtil garante durabilidade ao calçado, permitindo que você desfrute do seu estilo por muito tempo. A cor Azul traz um toque de personalidade e versatilidade ao seu look, combinando facilmente com diferentes peças de roupa e estilos. Seja para um visual mais casual ou para um look mais despojado, este tênis é a escolha perfeita para quem busca conforto e estilo. Versatilidade O Tênis Nike Dunk Low Unissex Azul é extremamente versátil e pode ser usado em diversas ocasiões. Seja para um passeio no parque, uma ida ao shopping ou até mesmo em um encontro com os amigos, este tênis se adapta perfeitamente. Sua versatilidade no estilo permite que você o combine com peças esportivas ou casuais, criando looks únicos e cheios de personalidade. Invista neste calçado e esteja preparado para arrasar em qualquer ocasião!;Azul;Não informado;Casual / Passeio;https://www.artwalk.com.br/tenis-nike-dunk-low-unissex-hf198-5-400/p;https://artwalk.vtexassets.com/arquivos/ids/576591-300-375?v=638809261064570000&width=300&height=375&aspect=true;Artwalk;Tênis;Unissex
Nike Tênis Nike Dunk Low Retro Se Masculino;899.99;Tênis Nike Dunk Low Retro Se Masculino Marrom Características O Tênis Nike Dunk Low Retro Se Masculino na cor Marrom é confeccionado em Material têxtil, garantindo conforto, durabilidade e estilo ao usuário. O material têxtil proporciona flexibilidade e respirabilidade, mantendo os pés arejados e confortáveis durante o uso. Além disso, a escolha da cor Marrom confere um toque de sofisticação e versatilidade ao calçado, permitindo combinações com diferentes estilos de roupa, do casual ao mais elegante. Versatilidade Com seu design moderno e detalhes icônicos, o Tênis Nike Dunk Low Retro Se Masculino Marrom é perfeito para ser usado em diversas ocasiões. Sua versatilidade permite que você o combine tanto com um look esportivo para o dia a dia, como com peças mais formais para um visual despojado e cheio de personalidade. Seja para um passeio no parque, um encontro com amigos ou até mesmo para um evento descontraído, este tênis é a escolha ideal para quem valoriza conforto e estilo em qualquer situação.;Marrom;Não informado;Esportivo / Casual;https://www.artwalk.com.br/tenis-nike-dunk-low-retro-se-masculino-hf314-1-200/p;https://artwalk.vtexassets.com/arquivos/ids/575722-300-375?v=638787793502970000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
Nike Tênis Nike Air Force 1 LV8 3 GS Infantil;749.99;""" Tênis Nike Air Force 1 LV8 3 GS Infantil Características Se você é apaixonado por calçados descolados e cheios de estilo, o Tênis Nike Air Force 1 LV8 3 GS Infantil é a escolha certa para você! Com um design moderno e conforto garantido, esse tênis vai te acompanhar em todas as suas aventuras. Versatilidade Confeccionado em material de alta qualidade, o Nike Air Force 1 LV8 3 GS Infantil é perfeito para ser usado em diversas ocasiões. Seja para um passeio no parque ou para um dia de aula, esse tênis vai te garantir estilo e conforto ao mesmo tempo. Então não perca tempo e adquira agora mesmo o Tênis Nike Air Force 1 LV8 3 GS Infantil e arrase por onde passar!""";Não informado;Não informado;Passeio / Estilo;https://www.artwalk.com.br/tenis-nike-air-force-1-lv8-3-gs-infantil-hf095-2-100/p;https://artwalk.vtexassets.com/arquivos/ids/572005-300-375?v=638732427027500000&width=300&height=375&aspect=true;Artwalk;Tênis;Infantil
Nike Tênis Nike Air Pegasus Wave Masculino;1299.99;Tênis Nike Air Pegasus Wave Masculino Preto Características O Tênis Nike Air Pegasus Wave Masculino na cor Preto é a escolha perfeita para quem busca conforto, durabilidade e estilo em um só produto. Feito de um material PENDENTE de alta qualidade, este tênis oferece um ajuste perfeito aos pés, garantindo horas de uso sem incomodar. Além disso, o material contribui para a durabilidade do calçado, permitindo que você aproveite o seu Nike Air Pegasus por muito tempo. A cor Preto confere um toque de elegância e versatilidade, combinando facilmente com diferentes estilos, desde o casual ao esportivo. Versatilidade Com seu design moderno e sofisticado, o Tênis Nike Air Pegasus Wave Masculino é extremamente versátil, podendo ser usado em diversas ocasiões. Seja para um passeio descontraído no parque, uma corrida leve no final de semana ou até mesmo para um look mais despojado no dia a dia, este tênis se adapta perfeitamente a diferentes estilos. Sua versatilidade permite que você esteja sempre confortável e estiloso, onde quer que esteja.;Preto;Não informado;Corrida / Esportivo;https://www.artwalk.com.br/tenis-nike-air-pegasus-wave-masculino-ib061-2-001/p;https://artwalk.vtexassets.com/arquivos/ids/573975-300-375?v=638757654540730000&width=300&height=375&aspect=true;Artwalk;Tênis;Masculino
